no,site,region,site2,area,elevation,landuse,year,count1,count2,mean.density
734,SH1_2,CH.N,Klettgau,5.25,NA,arable,1994,22,NA,4.19047619
735,SH1_2,CH.N,Klettgau,5.25,NA,arable,1995,13,14,2.666666667
736,SH1_2,CH.N,Klettgau,5.25,NA,arable,1996,23,26,4.952380952
737,SH1_2,CH.N,Klettgau,5.25,NA,arable,1997,29,24,5.523809524
738,SH1_2,CH.N,Klettgau,5.25,NA,arable,1998,22,20,4.19047619
739,SH1_2,CH.N,Klettgau,5.25,NA,arable,1999,25,19,4.761904762
740,SH1_2,CH.N,Klettgau,5.25,NA,arable,2000,23,26,4.952380952
741,SH1_2,CH.N,Klettgau,5.25,NA,arable,2001,35,26,6.666666667
742,SH1_2,CH.N,Klettgau,5.25,NA,arable,2002,30,23,5.714285714
743,SH1_2,CH.N,Klettgau,5.25,NA,arable,2003,31,26,5.904761905
744,SH1_2,CH.N,Klettgau,5.25,NA,arable,2004,25,36,6.857142857
745,SH1_2,CH.N,Klettgau,5.25,NA,arable,2005,18,20,3.80952381
746,SH1_2,CH.N,Klettgau,5.25,NA,arable,2006,23,21,4.380952381
747,SH1_2,CH.N,Klettgau,5.25,NA,arable,2007,14,11,2.666666667
748,SH1_2,CH.N,Klettgau,5.25,NA,arable,2008,37,33,7.047619048
749,SO01,Aare,Aaretal,3.61,429,arable,1992,36,NA,9.972299169
750,SO01,Aare,Aaretal,3.61,429,arable,1993,31,NA,8.587257618
751,SO01,Aare,Aaretal,3.61,429,arable,1994,NA,NA,NA
752,SO01,Aare,Aaretal,3.61,429,arable,1995,20,NA,5.540166205
753,SO01,Aare,Aaretal,3.61,429,arable,1996,NA,NA,NA
754,SO01,Aare,Aaretal,3.61,429,arable,1997,NA,NA,NA
755,SO01,Aare,Aaretal,3.61,429,arable,1998,NA,NA,NA
756,SO01,Aare,Aaretal,3.61,429,arable,1999,NA,NA,NA
757,SO01,Aare,Aaretal,3.61,429,arable,2000,NA,NA,NA
758,SO01,Aare,Aaretal,3.61,429,arable,2001,41,NA,11.35734072
759,SO01,Aare,Aaretal,3.61,429,arable,2002,19,NA,5.263157895
760,SO01,Aare,Aaretal,3.61,429,arable,2003,27,25,7.479224377
761,SO01,Aare,Aaretal,3.61,429,arable,2004,39,39,10.8033241
762,SO01,Aare,Aaretal,3.61,429,arable,2005,40,42,11.63434903
763,SO01,Aare,Aaretal,3.61,429,arable,2006,33,NA,9.141274238
764,SO01,Aare,Aaretal,3.61,429,arable,2007,26,NA,7.202216066
765,SO01,Aare,Aaretal,3.61,429,arable,2008,NA,NA,NA
766,SO02,Aare,Aaretal,10.47,430,arable,1992,NA,NA,NA
767,SO02,Aare,Aaretal,10.47,430,arable,1993,NA,NA,NA
768,SO02,Aare,Aaretal,10.47,430,arable,1994,NA,NA,NA
769,SO02,Aare,Aaretal,10.47,430,arable,1995,NA,NA,NA
770,SO02,Aare,Aaretal,10.47,430,arable,1996,NA,NA,NA
771,SO02,Aare,Aaretal,10.47,430,arable,1997,103,101,9.837631328
772,SO02,Aare,Aaretal,10.47,430,arable,1998,NA,NA,NA
773,SO02,Aare,Aaretal,10.47,430,arable,1999,91,91,8.691499522
774,SO02,Aare,Aaretal,10.47,430,arable,2000,115,97,10.98376313
775,SO02,Aare,Aaretal,10.47,430,arable,2001,98,128,12.22540592
776,SO02,Aare,Aaretal,10.47,430,arable,2002,115,124,11.84336199
777,SO02,Aare,Aaretal,10.47,430,arable,2003,125,134,12.79847182
778,SO02,Aare,Aaretal,10.47,430,arable,2004,133,106,12.70296084
779,SO02,Aare,Aaretal,10.47,430,arable,2005,109,98,10.41069723
780,SO02,Aare,Aaretal,10.47,430,arable,2006,132,98,12.60744986
781,SO02,Aare,Aaretal,10.47,430,arable,2007,109,94,10.41069723
782,SO02,Aare,Aaretal,10.47,430,arable,2008,88,66,8.404966571
783,SO03,Aare,Kestenholz,8.55,NA,arable,1992,NA,NA,NA
784,SO03,Aare,Kestenholz,8.55,NA,arable,1993,NA,NA,NA
785,SO03,Aare,Kestenholz,8.55,NA,arable,1994,NA,NA,NA
786,SO03,Aare,Kestenholz,8.55,NA,arable,1995,NA,NA,NA
787,SO03,Aare,Kestenholz,8.55,NA,arable,1996,NA,NA,NA
788,SO03,Aare,Kestenholz,8.55,NA,arable,1997,NA,NA,NA
789,SO03,Aare,Kestenholz,8.55,NA,arable,1998,NA,NA,NA
790,SO03,Aare,Kestenholz,8.55,NA,arable,1999,NA,NA,NA
791,SO03,Aare,Kestenholz,8.55,NA,arable,2000,NA,NA,NA
792,SO03,Aare,Kestenholz,8.55,NA,arable,2001,67,62,7.83625731
793,SO03,Aare,Kestenholz,8.55,NA,arable,2002,43,39,5.029239766
794,SO03,Aare,Kestenholz,8.55,NA,arable,2003,50,45,5.847953216
795,SO03,Aare,Kestenholz,8.55,NA,arable,2004,51,43,5.964912281
796,SO03,Aare,Kestenholz,8.55,NA,arable,2005,37,36,4.32748538
797,SO03,Aare,Kestenholz,8.55,NA,arable,2006,52,53,6.198830409
798,SO03,Aare,Kestenholz,8.55,NA,arable,2007,60,53,7.01754386
799,SO03,Aare,Kestenholz,8.55,NA,arable,2008,71,70,8.304093567
800,TG06B,CH.E,Thur,2.66,NA,arable,1992,NA,NA,NA
801,TG06B,CH.E,Thur,2.66,NA,arable,1993,28,NA,10.52631579
802,TG06B,CH.E,Thur,2.66,NA,arable,1994,24,NA,9.022556391
803,TG06B,CH.E,Thur,2.66,NA,arable,1995,16,NA,6.015037594
804,TG06B,CH.E,Thur,2.66,NA,arable,1996,15,14,5.639097744
805,TG06B,CH.E,Thur,2.66,NA,arable,1997,7,13,4.887218045
806,TG06B,CH.E,Thur,2.66,NA,arable,1998,6,4,2.255639098
807,TG06B,CH.E,Thur,2.66,NA,arable,1999,7,7,2.631578947
808,TG06B,CH.E,Thur,2.66,NA,arable,2000,NA,NA,NA
809,TG06B,CH.E,Thur,2.66,NA,arable,2001,5,2,1.879699248
810,TG06B,CH.E,Thur,2.66,NA,arable,2002,9,6,3.383458647
811,TG06B,CH.E,Thur,2.66,NA,arable,2003,3,5,1.879699248
812,TG06B,CH.E,Thur,2.66,NA,arable,2004,3,1,1.127819549
813,TG06B,CH.E,Thur,2.66,NA,arable,2005,2,1,0.751879699
814,TG06B,CH.E,Thur,2.66,NA,arable,2006,7,8,3.007518797
815,TG06B,CH.E,Thur,2.66,NA,arable,2007,10,9,3.759398496
816,TG06B,CH.E,Thur,2.66,NA,arable,2008,15,15,5.639097744
817,TG07,CH.E,Thur,2.7,418,arable,1992,NA,NA,NA
818,TG07,CH.E,Thur,2.7,418,arable,1993,2,NA,0.740740741
819,TG07,CH.E,Thur,2.7,418,arable,1994,2,NA,0.740740741
820,TG07,CH.E,Thur,2.7,418,arable,1995,3,NA,1.111111111
821,TG07,CH.E,Thur,2.7,418,arable,1996,3,3,1.111111111
822,TG07,CH.E,Thur,2.7,418,arable,1997,NA,2,0.740740741
823,TG07,CH.E,Thur,2.7,418,arable,1998,3,2,1.111111111
824,TG07,CH.E,Thur,2.7,418,arable,1999,NA,NA,NA
825,TG07,CH.E,Thur,2.7,418,arable,2000,NA,NA,NA
826,TG07,CH.E,Thur,2.7,418,arable,2001,NA,NA,NA
827,TG07,CH.E,Thur,2.7,418,arable,2002,NA,NA,NA
828,TG07,CH.E,Thur,2.7,418,arable,2003,NA,NA,NA
829,TG07,CH.E,Thur,2.7,418,arable,2004,NA,NA,NA
830,TG07,CH.E,Thur,2.7,418,arable,2005,NA,NA,NA
831,TG07,CH.E,Thur,2.7,418,arable,2006,NA,NA,NA
832,TG07,CH.E,Thur,2.7,418,arable,2007,NA,NA,NA
833,TG07,CH.E,Thur,2.7,418,arable,2008,NA,NA,NA
834,VD01,CH.SW,Commugny,6.25,440,arable,1992,42,NA,6.72
835,VD01,CH.SW,Commugny,6.25,440,arable,1993,38,NA,6.08
836,VD01,CH.SW,Commugny,6.25,440,arable,1994,50,NA,8
837,VD01,CH.SW,Commugny,6.25,440,arable,1995,52,NA,8.32
838,VD01,CH.SW,Commugny,6.25,440,arable,1996,36,NA,5.76
839,VD01,CH.SW,Commugny,6.25,440,arable,1997,30,NA,4.8
840,VD01,CH.SW,Commugny,6.25,440,arable,1998,18,NA,2.88
841,VD01,CH.SW,Commugny,6.25,440,arable,1999,17,NA,2.72
842,VD01,CH.SW,Commugny,6.25,440,arable,2000,17,NA,2.72
843,VD01,CH.SW,Commugny,6.25,440,arable,2001,19,NA,3.04
844,VD01,CH.SW,Commugny,6.25,440,arable,2002,24,NA,3.84
845,VD01,CH.SW,Commugny,6.25,440,arable,2003,24,NA,3.84
846,VD01,CH.SW,Commugny,6.25,440,arable,2004,22,NA,3.52
847,VD01,CH.SW,Commugny,6.25,440,arable,2005,20,NA,3.2
848,VD01,CH.SW,Commugny,6.25,440,arable,2006,24,NA,3.84
849,VD01,CH.SW,Commugny,6.25,440,arable,2007,32,NA,5.12
850,VD01,CH.SW,Commugny,6.25,440,arable,2008,51,NA,8.16
851,VD02,CH.W,Orbe,12.52,435,arable,1992,37,NA,2.955271565
852,VD02,CH.W,Orbe,12.52,435,arable,1993,22,NA,1.757188498
853,VD02,CH.W,Orbe,12.52,435,arable,1994,23,NA,1.837060703
854,VD02,CH.W,Orbe,12.52,435,arable,1995,20,NA,1.597444089
855,VD02,CH.W,Orbe,12.52,435,arable,1996,14,NA,1.118210863
856,VD02,CH.W,Orbe,12.52,435,arable,1997,23,NA,1.837060703
857,VD02,CH.W,Orbe,12.52,435,arable,1998,9,NA,0.71884984
858,VD02,CH.W,Orbe,12.52,435,arable,1999,10,NA,0.798722045
859,VD02,CH.W,Orbe,12.52,435,arable,2000,17,NA,1.357827476
860,VD02,CH.W,Orbe,12.52,435,arable,2001,18,NA,1.437699681
861,VD02,CH.W,Orbe,12.52,435,arable,2002,16,NA,1.277955272
862,VD02,CH.W,Orbe,12.52,435,arable,2003,16,NA,1.277955272
863,VD02,CH.W,Orbe,12.52,435,arable,2004,31,NA,2.476038339
864,VD02,CH.W,Orbe,12.52,435,arable,2005,41,NA,3.274760383
865,VD02,CH.W,Orbe,12.52,435,arable,2006,37,NA,2.955271565
866,VD02,CH.W,Orbe,12.52,435,arable,2007,26,NA,2.076677316
867,VD02,CH.W,Orbe,12.52,435,arable,2008,53,NA,4.233226837
868,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1992,NA,NA,NA
869,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1993,NA,NA,NA
870,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1994,24,NA,2.577873255
871,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1995,23,NA,2.470461869
872,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1996,26,NA,2.792696026
873,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1997,26,NA,2.792696026
874,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1998,NA,NA,NA
875,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,1999,60,NA,6.444683136
876,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2000,52,NA,5.585392052
877,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2001,58,NA,6.229860365
878,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2002,37,NA,3.974221267
879,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2003,30,NA,3.222341568
880,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2004,21,NA,2.255639098
881,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2005,25,NA,2.68528464
882,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2006,55,NA,5.907626208
883,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2007,45,NA,4.833512352
884,VD04,CH.W,Bioley.Orjulaz,9.31,600,arable,2008,59,NA,6.337271751
885,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1992,NA,NA,NA
886,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1993,NA,NA,NA
887,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1994,31,NA,4.378531073
888,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1995,31,NA,4.378531073
889,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1996,26,NA,3.672316384
890,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1997,15,NA,2.118644068
891,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1998,21,NA,2.966101695
892,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,1999,11,NA,1.553672316
893,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2000,28,NA,3.95480226
894,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2001,26,NA,3.672316384
895,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2002,18,NA,2.542372881
896,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2003,29,NA,4.096045198
897,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2004,26,NA,3.672316384
898,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2005,27,NA,3.813559322
899,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2006,34,NA,4.802259887
900,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2007,30,NA,4.237288136
901,VD05,Rhone,Plaine.du.Rhone,7.08,377,arable,2008,18,NA,2.542372881
902,VS02,Rhone,Riddes,3.92,467,arable,1992,NA,NA,NA
903,VS02,Rhone,Riddes,3.92,467,arable,1993,32,NA,8.163265306
904,VS02,Rhone,Riddes,3.92,467,arable,1994,35,NA,8.928571429
905,VS02,Rhone,Riddes,3.92,467,arable,1995,NA,NA,NA
906,VS02,Rhone,Riddes,3.92,467,arable,1996,11,NA,2.806122449
907,VS02,Rhone,Riddes,3.92,467,arable,1997,NA,NA,NA
908,VS02,Rhone,Riddes,3.92,467,arable,1998,17,NA,4.336734694
909,VS02,Rhone,Riddes,3.92,467,arable,1999,29,NA,7.397959184
910,VS02,Rhone,Riddes,3.92,467,arable,2000,24,NA,6.12244898
911,VS02,Rhone,Riddes,3.92,467,arable,2001,19,NA,4.846938776
912,VS02,Rhone,Riddes,3.92,467,arable,2002,29,NA,7.397959184
913,VS02,Rhone,Riddes,3.92,467,arable,2003,21,NA,5.357142857
914,VS02,Rhone,Riddes,3.92,467,arable,2004,15,NA,3.826530612
915,VS02,Rhone,Riddes,3.92,467,arable,2005,NA,NA,NA
916,VS02,Rhone,Riddes,3.92,467,arable,2006,NA,NA,NA
917,VS02,Rhone,Riddes,3.92,467,arable,2007,NA,NA,NA
918,VS02,Rhone,Riddes,3.92,467,arable,2008,NA,NA,NA
919,VS04,Rhone,Turtmann,8.14,622,grass,1992,NA,NA,NA
920,VS04,Rhone,Turtmann,8.14,622,grass,1993,17,NA,2.088452088
921,VS04,Rhone,Turtmann,8.14,622,grass,1994,NA,NA,NA
922,VS04,Rhone,Turtmann,8.14,622,grass,1995,NA,NA,NA
923,VS04,Rhone,Turtmann,8.14,622,grass,1996,4,NA,0.491400491
924,VS04,Rhone,Turtmann,8.14,622,grass,1997,NA,NA,NA
925,VS04,Rhone,Turtmann,8.14,622,grass,1998,2,NA,0.245700246
926,VS04,Rhone,Turtmann,8.14,622,grass,1999,1,NA,0.122850123
927,VS04,Rhone,Turtmann,8.14,622,grass,2000,4,NA,0.491400491
928,VS04,Rhone,Turtmann,8.14,622,grass,2001,2,NA,0.245700246
929,VS04,Rhone,Turtmann,8.14,622,grass,2002,NA,NA,NA
930,VS04,Rhone,Turtmann,8.14,622,grass,2003,NA,NA,NA
931,VS04,Rhone,Turtmann,8.14,622,grass,2004,NA,1,0.122850123
932,VS04,Rhone,Turtmann,8.14,622,grass,2005,NA,NA,NA
933,VS04,Rhone,Turtmann,8.14,622,grass,2006,NA,NA,NA
934,VS04,Rhone,Turtmann,8.14,622,grass,2007,NA,NA,NA
935,VS04,Rhone,Turtmann,8.14,622,grass,2008,NA,NA,NA
936,ZH06,CH.N,Rafz,8.86,NA,arable,1992,NA,NA,NA
937,ZH06,CH.N,Rafz,8.86,NA,arable,1993,NA,NA,NA
938,ZH06,CH.N,Rafz,8.86,NA,arable,1994,NA,NA,NA
939,ZH06,CH.N,Rafz,8.86,NA,arable,1995,NA,NA,NA
940,ZH06,CH.N,Rafz,8.86,NA,arable,1996,NA,NA,NA
941,ZH06,CH.N,Rafz,8.86,NA,arable,1997,NA,NA,NA
942,ZH06,CH.N,Rafz,8.86,NA,arable,1998,NA,NA,NA
943,ZH06,CH.N,Rafz,8.86,NA,arable,1999,NA,NA,NA
944,ZH06,CH.N,Rafz,8.86,NA,arable,2000,NA,NA,NA
945,ZH06,CH.N,Rafz,8.86,NA,arable,2001,35,39,4.401805869
946,ZH06,CH.N,Rafz,8.86,NA,arable,2002,30,28,3.386004515
947,ZH06,CH.N,Rafz,8.86,NA,arable,2003,44,23,4.966139955
948,ZH06,CH.N,Rafz,8.86,NA,arable,2004,32,36,4.063205418
949,ZH06,CH.N,Rafz,8.86,NA,arable,2005,70,59,7.900677201
950,ZH06,CH.N,Rafz,8.86,NA,arable,2006,46,61,6.884875847
951,ZH06,CH.N,Rafz,8.86,NA,arable,2007,45,57,6.433408578
952,ZH06,CH.N,Rafz,8.86,NA,arable,2008,50,86,9.706546275
